timestamps,Chiasso_610 02 06_NO,Chiasso_610 02 06_NO2,Chiasso_610 02 06_NOx,Chiasso_610 02 06_O3,Chiasso_610 02 06_PM10,Chiasso_610 02 06_PM2.5,Stabio_626 01 01_NO2,Stabio_626 01 01_O3,Stabio_16_Gl,Mendrisio_27_P,Stabio_16_P,Mendrisio_27_Prec,Stabio_16_Prec,Mendrisio_27_RH,Stabio_16_RH,Mendrisio_27_T,Stabio_16_T_2m,Stabio_16_T_5cm,Mendrisio_27_Tdew,Stabio_16_Tdew,Mendrisio_27_WDvect,Stabio_16_WDvect,Mendrisio_27_WSgust,Stabio_16_WSgust,Mendrisio_27_WSvect,Stabio_16_WSvect,Chiasso_auto_283_P,Chiasso_auto_283_Prec,Sagno_auto_381_Prec,Chiasso_auto_283_RH,Sagno_auto_381_RH,Chiasso_auto_283_T,Sagno_auto_381_T_mhstaz,Sagno_auto_381_T_mhstaz,Chiasso_auto_283_WD,Sagno_auto_381_WD,Chiasso_auto_283_WS,Sagno_auto_381_WS,Chiasso_auto_283_WSgust,Sagno_auto_381_WSgust,Sagno_auto_381_P,Chiasso_610 02 06_T
2015-07-29 10:30:00,2.5,19.5,12.5,76.5,38.0,nan,nan,nan,341.5,836.4,967.35,0.0,0.0,100.0,76.15,15.15,23.8,26.75,15.15,19.35,165.0,134.5,3.4,2.8,0.5,0.6,978.1,0.0,0.0,61.25,81.3,24.7,20.65,nan,151.0,200.5,1.3,0.5,3.3,1.25,929.9,nan
2015-07-29 11:00:00,2.0,16.0,10.5,87.5,37.5,nan,nan,nan,431.0,836.55,967.4,0.0,0.0,100.0,72.2,14.75,24.2,27.85,14.75,18.9,192.0,138.0,4.15,2.3,0.5,0.8,978.2,0.0,0.0,56.9,76.4,25.35,21.3,nan,145.5,165.5,1.15,1.1,2.85,2.0,930.05,nan
2015-07-29 11:30:00,2.0,15.5,10.0,95.5,36.0,nan,nan,nan,545.5,836.4,967.1,0.0,0.0,100.0,70.3,14.8,25.4,30.15,14.8,19.6,147.0,182.0,5.4,3.45,3.2,0.75,977.9,0.0,0.0,54.85,70.1,26.05,22.3,nan,164.5,218.0,1.4,1.6,3.4,2.75,929.8,nan
2015-07-29 12:00:00,2.0,14.5,9.0,104.5,35.5,nan,nan,nan,657.0,836.4,967.0,0.0,0.0,100.0,64.6,14.8,25.65,31.15,14.8,18.5,146.5,93.5,3.8,3.55,1.4,1.6,977.7,0.0,0.0,51.4,66.55,26.5,23.1,nan,122.0,190.0,1.7,1.1,5.4,2.95,929.7,nan
2015-07-29 12:30:00,1.5,12.5,7.5,114.5,32.5,nan,nan,nan,805.0,836.55,967.05,0.0,0.0,100.0,63.5,15.65,27.0,33.65,15.65,19.45,162.0,161.5,4.65,3.25,2.0,1.05,977.75,0.0,0.0,48.3,62.45,27.55,23.8,nan,191.5,229.0,0.8,1.6,2.35,2.8,929.8,nan
2015-07-29 13:00:00,1.0,11.0,6.5,121.0,32.0,nan,nan,nan,989.5,836.5,966.8,0.0,0.0,100.0,60.35,15.95,27.5,35.1,15.95,19.1,151.5,190.5,5.1,3.85,3.0,1.15,977.45,0.0,0.0,48.25,60.8,27.5,24.35,nan,146.0,212.0,1.85,0.8,4.95,1.75,929.6,nan
2015-07-29 13:30:00,1.0,10.0,6.0,124.0,31.5,nan,nan,nan,952.0,836.45,966.45,0.0,0.0,100.0,57.45,15.9,27.45,34.75,15.9,18.3,151.0,180.0,4.5,4.15,2.3,1.15,977.1,0.0,0.0,46.5,60.65,28.0,25.1,nan,200.5,154.0,1.55,0.95,4.3,1.85,929.3,nan
2015-07-29 14:00:00,1.0,11.0,7.0,124.5,32.5,nan,nan,nan,218.5,836.35,966.25,0.0,0.0,100.0,61.25,15.5,26.2,28.75,15.5,18.15,178.5,148.5,2.6,2.5,0.85,0.8,976.85,0.0,0.0,46.8,59.6,27.75,24.1,nan,141.0,220.5,2.1,1.4,5.1,2.0,929.1,nan
2015-07-29 14:30:00,1.5,18.5,11.0,119.0,35.5,nan,nan,nan,69.0,836.35,966.2,0.25,0.15,100.0,68.5,15.1,24.55,25.15,15.1,18.2,317.5,55.0,2.95,2.15,1.45,1.25,976.7,0.0,0.09,47.45,66.25,27.5,23.25,nan,93.0,35.0,1.7,0.55,3.6,1.05,929.1,nan
2015-07-29 15:00:00,1.5,21.0,12.0,109.0,38.0,nan,nan,nan,136.5,836.25,966.85,0.1,3.95,100.0,84.5,14.85,20.15,21.15,14.85,17.45,167.0,231.5,5.55,7.85,2.1,3.6,977.25,1.275,0.96,66.65,85.95,25.0,21.05,nan,319.0,190.0,2.6,0.4,5.8,0.65,929.25,nan
2015-07-29 15:30:00,2.0,22.0,13.5,111.0,41.5,nan,nan,nan,780.5,836.0,966.25,0.0,0.0,100.0,82.1,15.45,23.2,23.65,15.45,20.0,152.5,96.5,7.8,4.2,5.25,2.1,977.1,0.455,0.06,77.55,85.85,22.55,21.0,nan,48.0,71.5,1.25,0.65,2.65,1.4,928.95,nan
2015-07-29 16:00:00,3.0,31.0,18.5,116.0,33.5,nan,nan,nan,169.5,836.0,966.3,0.0,0.0,100.0,91.1,14.55,21.85,25.05,14.55,20.3,131.0,13.5,4.65,2.1,2.95,0.5,976.95,0.0,0.0,70.85,80.2,24.35,22.05,nan,276.5,51.0,0.75,0.55,1.75,1.25,928.95,nan
2015-07-29 16:30:00,2.5,32.0,18.5,111.5,32.5,nan,nan,nan,24.0,836.25,966.55,0.7,0.1,100.0,87.35,14.45,21.75,22.45,14.45,19.55,230.0,301.5,6.0,2.75,2.4,0.45,977.0,0.0,0.005,73.1,84.3,24.55,20.55,nan,273.5,20.5,0.9,0.65,2.45,1.05,928.95,nan
2015-07-29 17:00:00,1.5,21.5,12.5,104.5,31.0,nan,nan,nan,90.5,836.35,967.2,1.6,2.55,100.0,87.65,13.6,19.85,19.1,13.6,17.75,316.5,206.5,8.85,6.85,5.0,1.7,978.25,5.99,6.275,75.5,85.2,21.1,18.3,nan,291.5,31.0,4.25,2.0,9.7,4.9,929.5,nan
2015-07-29 17:30:00,1.5,16.0,9.5,97.5,12.0,nan,nan,nan,76.5,836.35,967.4,0.0,0.05,94.7,94.15,14.25,19.7,19.85,13.4,18.7,319.5,144.0,9.9,0.9,6.55,0.4,978.25,0.045,0.025,76.85,90.0,20.8,18.05,nan,165.5,194.5,1.15,0.55,2.95,0.95,929.7,nan
2015-07-29 18:00:00,2.0,18.0,11.0,93.0,5.0,nan,nan,nan,149.5,836.25,966.95,0.2,0.05,82.05,93.35,14.0,20.9,20.85,11.0,19.8,318.0,56.5,8.6,2.55,6.7,1.1,977.65,0.0,0.025,75.4,86.8,21.65,18.1,nan,212.0,35.5,1.0,0.6,2.25,1.35,929.3,nan
2015-07-29 18:30:00,2.5,19.5,12.0,85.0,11.0,nan,nan,nan,182.0,835.75,966.6,0.0,0.0,79.7,95.7,14.2,20.95,21.65,10.75,20.25,325.0,123.5,12.85,0.95,9.4,0.3,977.3,0.0,0.0,72.0,78.95,22.85,19.6,nan,232.0,40.0,0.9,0.5,2.4,0.9,929.0,nan
2015-07-29 19:00:00,3.5,25.0,15.5,73.5,11.5,nan,nan,nan,125.0,835.75,966.25,0.0,0.0,65.0,90.15,15.95,21.3,20.6,9.4,19.6,320.0,50.5,11.7,3.2,8.8,1.8,976.9,0.0,0.0,68.25,81.05,23.5,18.95,nan,141.5,166.5,0.8,0.75,2.2,1.1,928.7,nan
2015-07-29 19:30:00,2.5,23.0,14.0,68.0,12.0,nan,nan,nan,62.5,835.8,966.25,0.0,0.0,56.9,93.0,16.45,20.95,21.2,7.9,19.8,319.0,203.0,10.25,1.15,7.6,0.35,976.9,0.0,0.0,67.8,86.3,23.2,17.9,nan,234.5,13.0,1.45,0.75,3.2,1.25,928.7,nan
2015-07-29 20:00:00,1.0,16.5,9.5,68.5,11.5,nan,nan,nan,36.0,835.85,966.2,0.0,0.0,55.25,89.05,16.7,21.7,20.8,7.65,19.8,321.5,125.5,9.8,0.95,7.2,0.4,977.0,0.0,0.0,64.7,87.4,23.35,17.7,nan,185.5,19.0,1.2,0.55,2.8,1.0,928.75,nan
2015-07-29 20:30:00,1.0,15.0,9.0,69.0,8.5,nan,nan,nan,9.0,836.1,966.4,0.0,0.0,53.45,96.45,16.15,20.5,19.85,6.7,19.9,322.0,108.5,9.15,0.35,6.5,0.05,977.15,0.0,0.0,69.5,89.25,22.85,16.6,nan,218.5,187.5,0.65,1.0,2.0,1.55,928.85,nan
2015-07-29 21:00:00,1.5,15.5,9.5,63.0,11.5,nan,nan,nan,1.0,836.35,966.75,0.0,0.0,55.2,97.6,15.65,19.8,19.2,6.7,19.4,320.0,219.0,9.25,0.95,6.5,0.25,977.45,0.0,0.0,71.85,89.7,21.8,15.55,nan,235.0,186.5,0.95,1.25,2.0,1.7,929.15,nan
2015-07-29 21:30:00,1.5,16.5,9.5,55.0,14.5,nan,nan,nan,0.0,836.35,966.6,0.0,0.0,52.5,99.95,15.65,19.0,18.65,6.0,19.0,310.0,213.5,9.7,1.45,6.45,0.65,977.35,0.0,0.0,74.55,88.95,21.25,15.35,nan,243.0,10.0,0.65,1.25,1.8,1.5,929.0,nan
2015-07-29 22:00:00,1.0,18.0,10.0,51.5,10.5,nan,nan,nan,0.0,836.65,967.2,0.0,0.0,53.85,98.5,15.3,19.1,18.75,6.0,18.85,317.0,206.0,10.55,1.7,7.45,1.0,977.9,0.0,0.0,67.95,85.2,21.3,15.3,nan,232.5,16.0,2.05,0.8,4.05,1.25,929.55,nan
2015-07-29 22:30:00,1.0,19.5,11.0,48.0,8.0,nan,nan,nan,0.0,836.55,967.0,0.0,0.0,52.9,95.7,15.1,18.65,18.0,5.55,17.95,322.0,207.0,10.35,1.05,7.2,0.55,977.75,0.0,0.0,71.3,80.75,20.9,15.75,nan,222.5,13.0,0.95,1.15,2.55,1.95,929.4,nan
2015-07-29 23:00:00,1.0,18.0,10.5,44.5,11.5,nan,nan,nan,0.0,836.55,967.05,0.0,0.0,51.5,98.9,15.0,18.45,17.95,5.1,18.25,317.5,110.0,10.3,0.85,7.5,0.25,977.9,0.0,0.0,69.35,75.2,20.55,16.4,nan,224.0,14.5,0.9,0.85,2.1,1.6,929.4,nan
2015-07-29 23:30:00,2.0,23.5,14.0,38.0,12.5,nan,nan,nan,0.0,836.6,967.2,0.0,0.0,50.7,96.0,14.9,18.45,17.9,4.8,17.8,322.5,206.0,10.45,1.65,7.75,0.65,978.0,0.0,0.0,69.45,79.15,20.35,15.8,nan,278.5,11.5,0.55,0.9,1.35,1.2,929.55,nan
2015-07-30 00:00:00,2.5,31.5,18.5,29.0,12.5,nan,nan,nan,0.0,836.55,967.2,0.0,0.0,48.9,96.75,14.9,18.0,17.6,4.25,17.5,316.0,100.5,11.05,0.9,7.75,0.15,978.05,0.0,0.0,72.8,73.1,19.85,16.25,nan,267.0,7.0,0.7,1.05,1.8,1.3,929.55,nan
2015-07-30 00:30:00,1.5,24.0,14.0,31.0,12.5,nan,nan,nan,0.0,836.65,967.25,0.0,0.0,48.8,97.2,14.85,17.9,17.4,4.2,17.45,316.5,202.0,11.15,1.3,7.2,0.3,978.05,0.0,0.0,70.7,67.55,19.65,16.2,nan,258.0,19.5,0.65,0.75,1.85,1.15,929.55,nan
2015-07-30 01:00:00,1.5,19.5,11.5,32.5,9.0,nan,nan,nan,0.0,836.7,967.35,0.0,0.0,47.6,96.3,14.85,17.5,16.85,3.8,16.9,319.5,221.5,9.25,1.9,6.7,0.85,978.35,0.0,0.0,70.85,68.75,19.5,16.75,nan,291.5,22.0,0.5,0.7,1.4,1.05,929.75,nan
2015-07-30 01:30:00,3.5,29.0,17.5,23.5,4.5,nan,nan,nan,0.0,836.8,967.55,0.0,0.0,48.75,99.65,14.75,17.1,16.75,4.05,17.05,322.5,229.0,9.05,1.45,6.65,0.3,978.35,0.0,0.0,71.6,64.45,19.25,16.65,nan,260.5,61.5,1.0,0.95,2.05,1.4,929.85,nan
2015-07-30 02:00:00,4.0,32.5,20.0,19.5,5.5,nan,nan,nan,0.0,836.85,967.65,0.0,0.0,47.35,95.2,14.6,16.85,16.45,3.55,16.1,315.0,227.0,7.55,2.0,5.5,1.0,978.5,0.0,0.0,71.85,64.5,19.1,16.55,nan,256.5,8.0,0.6,0.9,1.6,1.25,929.95,nan
2015-07-30 02:30:00,3.0,30.0,18.5,21.0,14.5,nan,nan,nan,0.0,836.65,967.8,0.0,0.0,46.35,98.55,14.75,16.45,15.95,3.35,16.2,323.0,225.5,8.25,1.9,5.95,1.0,978.8,0.0,0.0,70.3,73.8,19.05,16.15,nan,292.0,33.5,1.0,0.35,1.95,0.75,930.15,nan
2015-07-30 03:00:00,3.0,27.5,17.0,22.5,19.0,nan,nan,nan,0.0,836.7,968.0,0.0,0.0,47.75,94.85,14.4,16.5,15.65,3.5,15.65,320.0,158.0,6.9,0.5,4.2,0.05,978.8,0.0,0.0,73.0,74.6,18.8,15.9,nan,260.5,192.0,0.8,0.55,1.95,0.85,930.1,nan
2015-07-30 03:30:00,2.5,21.5,13.0,24.5,15.0,nan,nan,nan,0.0,836.75,967.95,0.0,0.0,47.15,99.0,14.5,16.0,15.35,3.4,15.85,322.0,0.0,4.4,0.0,2.6,0.0,978.8,0.0,0.0,74.6,76.3,18.5,16.1,nan,286.0,13.5,0.55,0.65,1.35,0.9,930.05,nan
2015-07-30 04:00:00,2.0,16.5,10.0,26.0,13.0,nan,nan,nan,0.0,836.8,968.05,0.0,0.0,47.5,95.05,14.5,16.1,15.25,3.5,15.3,319.5,217.5,2.9,1.3,1.6,0.75,978.95,0.0,0.0,73.65,76.35,18.3,15.45,nan,290.0,7.0,0.5,0.85,1.55,1.15,930.25,nan
2015-07-30 04:30:00,3.0,22.0,14.0,21.5,17.0,nan,nan,nan,0.0,836.65,968.1,0.0,0.0,50.6,100.0,14.25,15.5,15.0,4.15,15.5,222.0,169.0,2.45,0.9,0.7,0.25,979.05,0.0,0.0,75.4,74.95,18.2,15.65,nan,277.5,24.0,0.7,0.65,1.45,0.95,930.3,nan
2015-07-30 05:00:00,4.5,28.5,18.5,16.5,21.0,nan,nan,nan,0.0,836.85,968.5,0.0,0.0,55.05,96.3,13.95,15.5,14.75,5.05,14.9,150.5,0.0,2.45,0.05,1.15,0.0,979.45,0.0,0.0,74.55,75.35,18.0,15.55,nan,274.0,9.5,0.6,0.95,1.6,1.3,930.6,nan
2015-07-30 05:30:00,15.5,34.0,30.0,13.0,19.5,nan,nan,nan,0.0,836.85,968.6,0.0,0.0,57.95,100.0,13.65,15.45,14.9,5.55,15.45,41.0,213.0,2.95,0.75,2.0,0.2,979.5,0.0,0.0,74.95,84.15,18.2,15.6,nan,289.0,12.5,0.45,0.85,1.0,1.1,930.7,nan
2015-07-30 06:00:00,16.5,36.5,32.5,12.0,16.5,nan,nan,nan,2.0,836.95,968.85,0.0,0.0,60.45,96.95,13.1,15.75,15.35,5.6,15.25,229.0,0.0,2.85,0.0,1.45,0.0,979.7,0.0,0.0,73.35,86.1,18.35,15.7,nan,254.0,6.0,1.05,0.8,2.3,1.05,930.9,nan
2015-07-30 06:30:00,14.0,39.5,32.0,12.5,16.5,nan,nan,nan,17.0,837.05,968.95,0.0,0.0,72.9,98.8,12.6,16.1,16.1,7.85,15.9,129.0,0.0,2.55,0.0,1.8,0.0,979.9,0.0,0.0,70.45,86.55,18.8,16.0,nan,320.5,15.5,0.45,0.55,1.25,0.85,931.0,nan
2015-07-30 07:00:00,28.0,46.5,46.5,11.0,18.5,nan,nan,nan,25.5,837.15,969.35,0.0,0.0,99.8,95.25,12.1,16.8,16.8,12.05,16.05,137.0,0.0,4.05,0.0,2.75,0.0,980.3,0.0,0.0,67.95,86.8,19.1,16.6,nan,267.5,211.5,0.7,0.25,1.75,0.45,931.35,nan
2015-07-30 07:30:00,31.0,46.0,49.0,12.5,17.0,nan,nan,nan,60.5,837.3,969.6,0.0,0.0,100.0,87.7,12.0,17.8,17.25,12.0,15.7,139.0,44.5,4.2,1.7,3.3,1.2,980.45,0.0,0.0,68.5,83.85,19.5,17.65,nan,246.0,44.0,0.85,0.5,1.8,1.0,931.6,nan
2015-07-30 08:00:00,35.5,46.0,52.5,13.5,15.5,nan,nan,nan,205.0,837.45,969.7,0.0,0.0,100.0,88.2,12.25,18.65,19.05,12.25,16.65,130.5,142.5,3.2,0.75,1.7,0.25,980.65,0.0,0.0,66.1,80.7,20.0,18.3,nan,248.0,202.5,0.5,0.35,1.4,1.05,931.75,nan
2015-07-30 08:30:00,38.5,46.0,55.0,15.0,18.0,nan,nan,nan,210.0,837.75,969.95,0.0,0.0,100.0,87.55,12.65,19.9,19.55,12.65,17.75,149.0,141.5,3.9,2.3,2.35,0.9,980.9,0.0,0.0,65.05,77.2,20.65,18.5,nan,309.5,167.0,0.6,1.0,1.4,1.75,932.1,nan
2015-07-30 09:00:00,30.5,44.0,48.0,20.0,19.5,nan,nan,nan,451.5,837.7,969.9,0.0,0.0,100.0,76.55,12.55,21.05,23.9,12.55,16.8,136.5,69.5,2.95,2.15,1.6,1.2,980.8,0.0,0.0,63.45,76.55,21.6,18.9,nan,67.0,188.0,0.45,0.4,1.15,0.75,932.0,nan
2015-07-30 09:30:00,26.5,43.0,44.0,27.5,19.5,nan,nan,nan,476.5,837.8,970.0,0.0,0.0,100.0,73.15,12.45,21.8,25.85,12.45,16.8,151.0,77.5,3.95,3.5,1.55,1.25,980.8,0.0,0.0,61.9,75.7,22.45,19.25,nan,102.0,203.0,1.05,0.85,2.7,1.7,932.05,nan
2015-07-30 10:00:00,14.5,29.5,27.0,54.5,18.0,nan,nan,nan,549.5,837.85,970.05,0.0,0.0,100.0,70.3,12.5,22.0,27.25,12.5,16.35,157.5,96.5,3.25,3.65,1.7,1.35,980.8,0.0,0.0,59.5,75.65,23.3,19.3,nan,109.0,175.0,1.45,0.95,3.7,1.7,932.1,nan
2015-07-30 10:30:00,3.5,16.0,11.0,81.5,9.0,nan,nan,nan,501.5,837.9,969.95,0.0,0.0,100.0,70.25,12.85,22.8,27.1,12.85,17.1,165.0,95.5,2.5,1.95,1.05,0.55,980.75,0.0,0.0,55.0,73.25,23.8,19.95,nan,140.5,219.5,1.85,1.45,4.25,2.5,932.15,nan
2015-07-30 11:00:00,2.5,14.5,9.5,89.5,3.0,nan,nan,nan,424.5,838.0,970.0,0.0,0.0,100.0,68.6,12.8,23.25,28.6,12.8,17.15,161.5,148.5,4.65,2.05,2.25,0.65,980.7,0.0,0.0,53.5,66.3,24.4,21.1,nan,114.0,211.5,2.1,1.75,4.45,3.05,932.2,nan
2015-07-30 11:30:00,2.0,13.5,8.5,96.0,8.0,nan,nan,nan,819.0,838.2,970.0,0.0,0.0,100.0,68.65,13.35,23.6,31.15,13.35,17.5,154.5,192.5,4.7,2.9,2.4,1.3,980.8,0.0,0.0,52.8,66.05,25.0,21.45,nan,116.5,208.0,1.4,2.0,3.35,3.2,932.4,nan
2015-07-30 12:00:00,1.5,12.0,7.5,102.5,14.0,nan,nan,nan,389.5,838.3,970.0,0.0,0.0,99.95,67.05,14.1,23.8,28.5,14.1,17.3,140.0,238.5,4.35,2.75,2.3,0.8,980.7,0.0,0.0,51.45,63.55,25.4,21.95,nan,196.0,192.0,1.0,1.35,3.8,2.15,932.35,nan
2015-07-30 12:30:00,1.0,10.5,6.5,110.0,17.0,nan,nan,nan,883.5,838.35,969.85,0.0,0.0,98.95,62.55,15.3,24.95,32.55,15.15,17.3,160.5,221.0,5.5,3.7,3.0,1.5,980.65,0.0,0.0,48.85,62.5,25.9,21.9,nan,166.0,204.0,1.3,0.8,3.65,1.4,932.35,nan
2015-07-30 13:00:00,1.0,10.5,6.5,116.0,18.0,nan,nan,nan,771.5,838.4,969.75,0.0,0.0,95.05,61.35,16.35,25.65,32.1,15.55,17.65,160.5,203.0,5.05,4.5,2.7,1.75,980.45,0.0,0.0,48.45,60.75,25.8,22.95,nan,163.0,198.0,1.4,1.65,4.0,3.2,932.15,nan
2015-07-30 13:30:00,1.5,13.0,8.0,119.0,17.0,nan,nan,nan,982.5,838.4,969.5,0.0,0.0,97.3,58.35,14.85,26.25,34.3,14.4,17.45,159.5,156.5,3.55,3.3,1.35,1.3,980.15,0.0,0.0,46.8,57.1,26.05,23.8,nan,87.5,170.5,2.2,1.0,4.05,2.45,932.05,nan
2015-07-30 14:00:00,2.0,12.5,7.5,121.5,16.0,nan,nan,nan,801.5,838.35,969.25,0.0,0.0,97.0,53.15,15.25,27.0,32.9,14.75,16.7,155.0,163.0,4.05,2.7,1.4,0.8,979.9,0.0,0.0,45.15,53.8,26.45,24.15,nan,120.0,165.5,2.0,1.55,4.5,2.75,931.85,nan
2015-07-30 14:30:00,2.0,11.5,7.0,123.0,12.5,nan,nan,nan,958.5,838.25,968.95,0.0,0.0,94.75,50.85,15.05,27.4,34.85,14.2,16.3,185.5,151.5,3.1,3.75,1.05,1.35,979.55,0.0,0.0,42.75,51.2,27.35,24.7,nan,106.0,205.5,1.6,1.6,4.3,2.45,931.55,nan
2015-07-30 15:00:00,2.0,14.0,8.5,122.0,7.5,nan,nan,nan,882.5,838.1,968.7,0.0,0.0,90.95,51.4,15.25,27.35,34.85,13.75,16.45,157.5,188.0,4.45,3.65,2.35,1.25,979.3,0.0,0.0,41.45,49.85,27.7,25.2,nan,122.0,130.0,1.95,1.2,4.4,2.2,931.35,nan
2015-07-30 15:30:00,1.5,12.5,8.0,125.5,9.0,nan,nan,nan,486.0,838.05,968.5,0.0,0.0,88.65,50.6,15.4,26.75,30.65,13.5,15.6,241.0,109.5,3.4,3.5,0.7,1.55,979.2,0.0,0.0,39.5,49.95,28.3,25.3,nan,161.5,214.5,1.5,1.6,4.55,3.1,931.25,nan
2015-07-30 16:00:00,1.0,10.5,7.0,130.0,14.0,nan,nan,nan,287.5,837.9,968.25,0.0,0.0,87.55,50.8,15.6,26.3,28.7,13.55,15.3,145.5,115.5,4.15,6.0,1.35,1.65,978.95,0.0,0.0,42.05,52.25,27.8,25.05,nan,151.5,207.5,2.3,1.45,6.05,2.7,931.05,nan
2015-07-30 16:30:00,1.0,14.0,8.5,127.0,16.5,nan,nan,nan,149.0,837.85,968.3,0.0,0.0,89.45,53.0,15.6,25.85,26.85,13.85,15.55,169.0,184.0,4.4,3.05,2.3,1.05,978.95,0.0,0.0,42.1,54.55,27.55,23.75,nan,118.5,217.5,2.1,1.15,4.85,2.75,931.1,nan
2015-07-30 17:00:00,1.0,17.0,10.0,126.5,16.5,nan,nan,nan,49.0,837.8,968.4,0.0,0.0,91.7,65.15,15.6,24.35,24.85,14.25,17.35,165.0,203.0,6.5,1.9,3.25,0.7,979.0,0.01,0.01,44.95,65.95,27.25,22.75,nan,161.0,26.5,1.4,0.55,4.35,1.05,931.1,nan
2015-07-30 17:30:00,1.0,20.5,11.5,123.5,20.0,nan,nan,nan,54.0,838.05,968.85,0.0,0.55,96.75,80.35,14.95,21.6,21.55,14.45,18.05,163.0,217.0,6.5,3.15,3.75,1.45,979.4,0.04,0.095,51.65,77.3,26.15,20.95,nan,178.0,194.0,1.95,0.65,5.0,1.2,931.45,nan
2015-07-30 18:00:00,1.5,29.0,16.5,110.0,26.0,nan,nan,nan,140.0,837.8,968.9,0.0,0.05,100.0,83.1,14.4,21.6,21.7,14.4,18.6,148.0,238.5,7.65,2.0,4.7,0.8,979.45,0.02,0.0,60.55,83.55,25.0,20.2,nan,167.0,62.0,0.55,0.25,1.65,0.8,931.4,nan
2015-07-30 18:30:00,2.5,35.0,20.5,96.5,25.0,nan,nan,nan,196.5,837.65,968.6,0.0,0.0,100.0,88.6,14.1,22.15,22.35,14.1,20.2,145.5,147.0,8.95,0.85,6.5,0.2,979.2,0.0,0.0,68.15,79.05,24.6,21.05,nan,226.0,45.5,0.8,0.55,1.75,0.95,931.1,nan
2015-07-30 19:00:00,2.5,36.0,20.5,91.0,23.5,nan,nan,nan,77.0,837.55,968.45,0.0,0.0,100.0,91.75,13.75,22.0,21.7,13.75,20.6,149.0,187.0,6.3,1.05,4.75,0.35,979.1,0.0,0.0,67.25,76.4,24.5,20.7,nan,227.0,36.0,0.8,0.45,2.05,1.05,931.1,nan
2015-07-30 19:30:00,2.0,34.0,19.0,87.0,24.5,nan,nan,nan,49.0,837.75,968.65,0.0,0.0,100.0,95.75,13.7,21.3,21.3,13.7,20.6,148.0,188.0,7.2,1.05,5.45,0.45,979.4,0.0,0.0,68.35,78.65,24.3,20.25,nan,234.0,198.0,0.75,0.6,1.75,0.95,931.35,nan
2015-07-30 20:00:00,2.0,31.5,17.5,81.5,24.0,nan,nan,nan,33.0,838.0,968.95,0.0,0.0,100.0,93.2,13.6,20.95,20.8,13.6,19.8,153.5,190.0,6.75,1.15,5.5,0.4,979.65,0.0,0.0,67.95,81.25,24.1,19.8,nan,223.5,193.5,0.7,0.55,1.5,0.95,931.55,nan
2015-07-30 20:30:00,2.0,36.5,20.5,73.0,24.0,nan,nan,nan,8.5,838.05,968.95,0.0,0.0,100.0,95.3,13.6,20.5,20.3,13.6,19.7,143.5,211.0,6.55,0.7,5.45,0.25,979.7,0.0,0.0,67.95,81.3,23.8,19.4,nan,171.0,27.0,0.45,0.6,1.15,1.05,931.6,nan
2015-07-30 21:00:00,2.0,41.5,23.5,64.5,27.0,nan,nan,nan,2.0,838.15,969.05,0.0,0.0,100.0,97.6,13.55,20.2,20.0,13.55,19.8,140.0,0.0,4.3,0.0,3.75,0.0,979.85,0.0,0.0,69.3,83.65,23.5,19.05,nan,139.0,50.0,0.45,0.65,1.25,1.15,931.65,nan
2015-07-30 21:30:00,2.0,42.0,23.5,61.5,32.0,nan,nan,nan,0.0,838.35,969.3,0.0,0.0,100.0,97.6,13.35,19.75,19.55,13.35,19.35,126.0,0.0,4.7,0.0,4.15,0.0,980.1,0.0,0.0,70.1,85.05,23.1,18.85,nan,196.0,24.5,0.55,0.5,1.1,0.7,931.9,nan
2015-07-30 22:00:00,2.5,49.0,27.5,53.5,31.5,nan,nan,nan,0.0,838.5,969.5,0.0,0.0,100.0,96.8,13.15,19.7,19.45,13.15,19.2,126.0,206.5,4.95,0.8,4.05,0.35,980.25,0.0,0.0,70.9,85.35,22.85,18.7,nan,197.5,191.5,0.65,0.55,1.3,0.85,932.05,nan
2015-07-30 22:30:00,2.5,48.5,27.0,50.5,29.0,nan,nan,nan,0.0,838.6,969.6,0.0,0.0,100.0,98.6,13.25,19.55,19.3,13.25,19.3,116.0,213.0,3.6,0.65,2.6,0.3,980.4,0.0,0.0,71.25,84.8,22.8,19.05,nan,232.0,25.5,0.65,0.4,1.65,0.7,932.1,nan
2015-07-30 23:00:00,2.0,38.0,21.0,57.0,26.0,nan,nan,nan,0.0,838.6,969.7,0.0,0.0,100.0,97.3,13.35,19.4,19.25,13.35,18.95,237.0,0.0,1.85,0.05,0.5,0.0,980.5,0.0,0.0,70.3,83.2,22.8,19.4,nan,115.0,59.5,0.5,0.35,1.4,0.85,932.2,nan
2015-07-30 23:30:00,1.5,30.5,17.0,61.0,23.0,nan,nan,nan,0.0,838.5,969.8,0.15,0.0,100.0,96.9,13.2,19.8,19.55,13.2,19.3,340.0,0.0,2.55,0.0,1.6,0.0,980.45,0.0,0.0,69.35,82.75,22.75,19.5,nan,197.5,28.0,0.75,0.6,1.75,0.9,932.15,nan
2015-07-31 00:00:00,1.0,21.5,12.0,74.0,21.5,nan,nan,nan,0.0,838.45,970.0,1.4,0.1,100.0,96.7,12.95,19.95,19.75,12.95,19.4,121.0,0.0,4.7,0.0,3.2,0.0,980.75,0.0,0.29,63.9,84.25,23.45,19.2,nan,145.0,47.5,1.85,0.5,4.7,0.75,932.35,nan
